crop,split,src_image,person_idx,x1,y1,x2,y2,helmet,vest,gloves,boots,n_overlap_persons,crop_w,crop_h
train/08e7d137564fe2e2_p0.jpg,train,08e7d137564fe2e2.jpg,0,516.8,247.7,627.2,323.3,1,-1,1,-1,0,110,75
train/08e7d137564fe2e2_p1.jpg,train,08e7d137564fe2e2.jpg,1,376.0,209.0,438.0,253.0,-1,-1,-1,-1,0,62,44
train/08e7d137564fe2e2_p2.jpg,train,08e7d137564fe2e2.jpg,2,13.5,218.0,106.5,285.0,1,1,-1,-1,0,93,66
train/09e83a53429a9271_p0.jpg,train,09e83a53429a9271.jpg,0,587.8,379.6,640.0,616.4,0,1,-1,-1,0,52,236
train/09e83a53429a9271_p1.jpg,train,09e83a53429a9271.jpg,1,361.4,367.9,398.6,581.1,0,1,1,0,0,37,213
train/09e83a53429a9271_p2.jpg,train,09e83a53429a9271.jpg,2,333.1,371.7,367.9,576.3,0,1,0,0,0,34,204
train/0a476c00eeceeced_p0.jpg,train,0a476c00eeceeced.jpg,0,441.1,94.3,607.9,349.7,1,0,-1,-1,0,166,255
train/0a476c00eeceeced_p1.jpg,train,0a476c00eeceeced.jpg,1,0.0,103.3,286.4,634.7,0,0,-1,-1,0,286,531
train/0a476c00eeceeced_p2.jpg,train,0a476c00eeceeced.jpg,2,221.6,120.5,396.4,241.4,0,0,-1,-1,0,174,120
train/0b1eeabe24cd94a5_p0.jpg,train,0b1eeabe24cd94a5.jpg,0,492.3,372.7,548.7,595.3,0,0,1,0,0,56,222
train/0b1eeabe24cd94a5_p1.jpg,train,0b1eeabe24cd94a5.jpg,1,381.3,374.2,411.7,588.8,0,0,0,0,0,30,214
train/0b1eeabe24cd94a5_p2.jpg,train,0b1eeabe24cd94a5.jpg,2,405.2,372.3,451.8,593.7,0,0,1,0,0,46,221
train/0ba3f8e0534612f1_p0.jpg,train,0ba3f8e0534612f1.jpg,0,354.7,243.9,505.3,490.1,1,0,1,1,0,150,246
train/0ba3f8e0534612f1_p1.jpg,train,0ba3f8e0534612f1.jpg,1,453.5,194.2,520.5,277.9,0,1,-1,-1,0,66,83
train/0bce297691dbb327_p0.jpg,train,0bce297691dbb327.jpg,0,209.4,172.7,566.6,640.0,0,0,-1,0,0,357,467
train/0bd6f09bfd7461b3_p0.jpg,train,0bd6f09bfd7461b3.jpg,0,120.1,0.0,534.9,640.0,0,1,-1,0,0,414,640
train/0c09e73d2698ff75_p0.jpg,train,0c09e73d2698ff75.jpg,0,115.4,0.0,408.6,181.4,-1,-1,-1,0,0,293,181
train/0cd1c2c75f9d0da1_p0.jpg,train,0cd1c2c75f9d0da1.jpg,0,302.0,124.9,498.0,312.1,0,0,-1,-1,0,195,187
train/0cd1c2c75f9d0da1_p1.jpg,train,0cd1c2c75f9d0da1.jpg,1,219.1,51.2,336.9,201.8,1,1,-1,-1,0,117,150
train/0d32870ff42adfba_p0.jpg,train,0d32870ff42adfba.jpg,0,87.2,0.0,221.8,234.1,1,1,-1,-1,0,134,234
train/0d32870ff42adfba_p1.jpg,train,0d32870ff42adfba.jpg,1,80.7,3.8,388.3,640.0,1,1,1,1,0,307,636
train/0d32870ff42adfba_p2.jpg,train,0d32870ff42adfba.jpg,2,341.8,60.3,558.2,529.7,1,1,1,0,0,216,469
train/0d7443db3f6302b1_p0.jpg,train,0d7443db3f6302b1.jpg,0,0.0,0.0,293.7,623.9,1,1,1,0,0,293,623
train/0d82cf49ea5c668e_p0.jpg,train,0d82cf49ea5c668e.jpg,0,393.3,178.8,542.7,411.2,1,0,0,-1,0,149,232
train/0d82cf49ea5c668e_p1.jpg,train,0d82cf49ea5c668e.jpg,1,136.7,207.0,186.3,264.0,1,0,-1,-1,0,49,57
train/0d82cf49ea5c668e_p2.jpg,train,0d82cf49ea5c668e.jpg,2,208.3,208.5,246.7,257.5,1,1,-1,-1,0,38,48
train/0e8b2786fa80676b_p0.jpg,train,0e8b2786fa80676b.jpg,0,394.8,171.0,448.2,233.0,1,1,-1,-1,0,53,62
train/0e8b2786fa80676b_p1.jpg,train,0e8b2786fa80676b.jpg,1,17.8,186.3,100.2,257.6,-1,1,0,0,0,82,71
train/0fd37bfb129efbc3_p0.jpg,train,0fd37bfb129efbc3.jpg,0,0.0,296.2,192.1,528.8,0,1,-1,-1,0,192,232
train/0fd37bfb129efbc3_p1.jpg,train,0fd37bfb129efbc3.jpg,1,229.4,372.1,457.6,617.0,0,0,-1,-1,0,228,244
train/0fd37bfb129efbc3_p2.jpg,train,0fd37bfb129efbc3.jpg,2,224.6,210.3,324.4,312.6,1,1,-1,-1,0,99,102
train/0fd37bfb129efbc3_p3.jpg,train,0fd37bfb129efbc3.jpg,3,106.1,184.5,166.9,225.5,0,-1,-1,-1,0,60,40
train/0fec4870c0f49e3d_p0.jpg,train,0fec4870c0f49e3d.jpg,0,453.8,75.7,611.2,275.3,0,0,-1,1,0,157,199
train/0fec4870c0f49e3d_p1.jpg,train,0fec4870c0f49e3d.jpg,1,186.8,59.5,310.2,237.5,1,0,1,0,0,123,177
train/1000_F_438616528_i8bbhD5VOEoQPUYJGqKYVHrzl8NMG0Uo_jpg.rf.79e9fb270363321eea9ed66fd0a4cc9b_p0.jpg,train,1000_F_438616528_i8bbhD5VOEoQPUYJGqKYVHrzl8NMG0Uo_jpg.rf.79e9fb270363321eea9ed66fd0a4cc9b.jpg,0,0.0,0.0,562.2,528.6,-1,-1,1,1,0,562,528
train/1000_F_438904426_MVuFD6dd2wRSZfuwTnGiUPZNTfPq3E6G_jpg.rf.ad13ed364c2790a5e0670530d62b4b5d_p0.jpg,train,1000_F_438904426_MVuFD6dd2wRSZfuwTnGiUPZNTfPq3E6G_jpg.rf.ad13ed364c2790a5e0670530d62b4b5d.jpg,0,25.2,0.0,371.8,640.0,-1,-1,1,1,0,346,640
train/1020250314152850_jpg.rf.00a897908b7656ad6ee0d128406424cb_p0.jpg,train,1020250314152850_jpg.rf.00a897908b7656ad6ee0d128406424cb.jpg,0,401.9,240.9,566.1,619.1,1,0,1,-1,0,164,378
train/1020250314152850_jpg.rf.00a897908b7656ad6ee0d128406424cb_p1.jpg,train,1020250314152850_jpg.rf.00a897908b7656ad6ee0d128406424cb.jpg,1,533.6,450.2,640.0,628.8,1,-1,-1,-1,0,106,178
train/10_Construction_worker_safety_-_unsafe_rooftop_worker_wearing_flip_flops_jpg.rf.1d6561146a462ad745860825be7c35b4_p0.jpg,train,10_Construction_worker_safety_-_unsafe_rooftop_worker_wearing_flip_flops_jpg.rf.1d6561146a462ad745860825be7c35b4.jpg,0,329.0,156.2,409.0,443.8,1,1,1,1,0,79,287
train/10_frame_0000_jpg.rf.4b9eed58038cbb7a5f0e827b070f241f_p0.jpg,train,10_frame_0000_jpg.rf.4b9eed58038cbb7a5f0e827b070f241f.jpg,0,417.6,229.8,607.4,441.2,1,0,-1,0,0,189,211
train/10_frame_0003_jpg.rf.a7a9318863d5673fe447590b072d82c2_p0.jpg,train,10_frame_0003_jpg.rf.a7a9318863d5673fe447590b072d82c2.jpg,0,430.8,264.7,632.2,505.3,1,0,-1,0,0,201,240
train/10_jpg.rf.d18a193670cf7fde6b9f32b185545108_p0.jpg,train,10_jpg.rf.d18a193670cf7fde6b9f32b185545108.jpg,0,16.5,195.3,122.5,640.0,1,1,0,0,0,106,444
train/10_jpg.rf.d18a193670cf7fde6b9f32b185545108_p1.jpg,train,10_jpg.rf.d18a193670cf7fde6b9f32b185545108.jpg,1,183.7,308.9,285.3,504.1,1,1,-1,-1,0,101,195
train/10_jpg.rf.d18a193670cf7fde6b9f32b185545108_p2.jpg,train,10_jpg.rf.d18a193670cf7fde6b9f32b185545108.jpg,2,329.9,204.5,465.1,579.5,1,1,-1,0,0,135,375
train/10_jpg.rf.d18a193670cf7fde6b9f32b185545108_p3.jpg,train,10_jpg.rf.d18a193670cf7fde6b9f32b185545108.jpg,3,446.7,233.5,540.3,530.5,1,1,0,-1,0,93,296
train/10f44bf368a05911_p0.jpg,train,10f44bf368a05911.jpg,0,61.9,0.0,430.1,400.8,-1,0,-1,-1,0,368,400
train/11992ee19d11d9e8_p0.jpg,train,11992ee19d11d9e8.jpg,0,35.0,164.4,433.0,640.0,0,0,1,-1,0,398,475
train/11992ee19d11d9e8_p1.jpg,train,11992ee19d11d9e8.jpg,1,355.9,98.5,640.0,640.0,0,0,-1,-1,0,284,541
train/11_frame_0000_jpg.rf.4c214079fd64157233390359b3419e86_p0.jpg,train,11_frame_0000_jpg.rf.4c214079fd64157233390359b3419e86.jpg,0,113.1,97.4,344.9,431.6,1,0,-1,0,0,231,334
train/11_frame_0000_jpg.rf.4c214079fd64157233390359b3419e86_p1.jpg,train,11_frame_0000_jpg.rf.4c214079fd64157233390359b3419e86.jpg,1,0.0,94.8,123.2,301.2,0,0,-1,0,0,123,206
train/11_frame_0000_jpg.rf.4c214079fd64157233390359b3419e86_p2.jpg,train,11_frame_0000_jpg.rf.4c214079fd64157233390359b3419e86.jpg,2,325.7,108.4,419.3,176.6,0,0,-1,-1,0,93,68
train/11_frame_0000_jpg.rf.4c214079fd64157233390359b3419e86_p3.jpg,train,11_frame_0000_jpg.rf.4c214079fd64157233390359b3419e86.jpg,3,420.2,73.5,461.8,145.5,0,0,-1,-1,0,41,71
train/11_frame_0000_jpg.rf.4c214079fd64157233390359b3419e86_p4.jpg,train,11_frame_0000_jpg.rf.4c214079fd64157233390359b3419e86.jpg,4,372.5,79.2,429.5,120.8,0,0,-1,-1,0,57,41
train/11_frame_0001_jpg.rf.1a4e2cbab6dedc0824739957ce324c36_p0.jpg,train,11_frame_0001_jpg.rf.1a4e2cbab6dedc0824739957ce324c36.jpg,0,93.8,22.9,302.2,378.1,1,0,-1,0,0,208,355
train/11_frame_0001_jpg.rf.1a4e2cbab6dedc0824739957ce324c36_p1.jpg,train,11_frame_0001_jpg.rf.1a4e2cbab6dedc0824739957ce324c36.jpg,1,306.2,38.5,414.8,118.5,-1,0,-1,-1,0,108,79
train/11_frame_0002_jpg.rf.62680c1625a4d1c9d79363c8e64bcf59_p0.jpg,train,11_frame_0002_jpg.rf.62680c1625a4d1c9d79363c8e64bcf59.jpg,0,117.2,42.5,321.8,388.5,1,0,-1,-1,0,204,345
train/11_frame_0002_jpg.rf.62680c1625a4d1c9d79363c8e64bcf59_p1.jpg,train,11_frame_0002_jpg.rf.62680c1625a4d1c9d79363c8e64bcf59.jpg,1,43.2,49.9,208.8,211.1,0,0,-1,-1,0,165,161
train/11_frame_0002_jpg.rf.62680c1625a4d1c9d79363c8e64bcf59_p2.jpg,train,11_frame_0002_jpg.rf.62680c1625a4d1c9d79363c8e64bcf59.jpg,2,483.1,15.7,587.9,233.3,0,0,-1,-1,0,104,217
train/11_frame_0002_jpg.rf.62680c1625a4d1c9d79363c8e64bcf59_p3.jpg,train,11_frame_0002_jpg.rf.62680c1625a4d1c9d79363c8e64bcf59.jpg,3,351.8,32.2,462.2,143.8,0,0,-1,-1,0,110,111
train/11_frame_0002_jpg.rf.62680c1625a4d1c9d79363c8e64bcf59_p4.jpg,train,11_frame_0002_jpg.rf.62680c1625a4d1c9d79363c8e64bcf59.jpg,4,19.0,35.2,68.0,89.8,-1,0,-1,-1,0,48,54
train/11_frame_0004_jpg.rf.2873019c2fe7360f21b5a24f79d6c027_p0.jpg,train,11_frame_0004_jpg.rf.2873019c2fe7360f21b5a24f79d6c027.jpg,0,38.0,48.7,263.0,369.3,1,0,-1,0,0,225,320
train/11_frame_0004_jpg.rf.2873019c2fe7360f21b5a24f79d6c027_p1.jpg,train,11_frame_0004_jpg.rf.2873019c2fe7360f21b5a24f79d6c027.jpg,1,321.4,60.9,420.6,139.1,0,0,-1,-1,0,99,78
train/11_frame_0004_jpg.rf.2873019c2fe7360f21b5a24f79d6c027_p2.jpg,train,11_frame_0004_jpg.rf.2873019c2fe7360f21b5a24f79d6c027.jpg,2,374.0,23.8,415.0,77.2,0,0,-1,-1,0,40,53
train/11_frame_0004_jpg.rf.2873019c2fe7360f21b5a24f79d6c027_p3.jpg,train,11_frame_0004_jpg.rf.2873019c2fe7360f21b5a24f79d6c027.jpg,3,409.6,31.4,455.4,99.6,-1,-1,-1,-1,0,45,68
train/11_frame_0005_jpg.rf.0b6395732099d1c10e137d4d7dcced99_p0.jpg,train,11_frame_0005_jpg.rf.0b6395732099d1c10e137d4d7dcced99.jpg,0,130.1,0.0,319.9,300.0,1,0,-1,0,0,189,299
train/11_frame_0005_jpg.rf.0b6395732099d1c10e137d4d7dcced99_p1.jpg,train,11_frame_0005_jpg.rf.0b6395732099d1c10e137d4d7dcced99.jpg,1,376.1,0.0,493.9,78.4,0,0,-1,-1,0,117,78
train/11_frame_0006_jpg.rf.fd60ed757389cdcfb0fadaf64d675764_p0.jpg,train,11_frame_0006_jpg.rf.fd60ed757389cdcfb0fadaf64d675764.jpg,0,0.0,0.0,228.5,360.6,1,0,-1,0,0,228,360
train/11_frame_0007_jpg.rf.810d2f81adb0d30270fadb8d605ea520_p0.jpg,train,11_frame_0007_jpg.rf.810d2f81adb0d30270fadb8d605ea520.jpg,0,182.2,0.0,640.0,555.9,-1,0,-1,0,0,457,555
train/11_frame_0011_jpg.rf.fa89a4d9a05653baba1efd290655c4fd_p0.jpg,train,11_frame_0011_jpg.rf.fa89a4d9a05653baba1efd290655c4fd.jpg,0,0.0,16.2,283.6,409.9,0,0,0,0,0,283,393
train/11_frame_0011_jpg.rf.fa89a4d9a05653baba1efd290655c4fd_p1.jpg,train,11_frame_0011_jpg.rf.fa89a4d9a05653baba1efd290655c4fd.jpg,1,0.0,426.1,354.1,640.0,-1,0,-1,-1,0,354,213
train/11_frame_0012_jpg.rf.1f36ddc61adf243a7608737c0e4ec3eb_p0.jpg,train,11_frame_0012_jpg.rf.1f36ddc61adf243a7608737c0e4ec3eb.jpg,0,0.0,76.4,232.5,392.6,0,0,0,0,0,232,316
train/11_frame_0014_jpg.rf.36271ca80ecf2cdeffed62515819e0ae_p0.jpg,train,11_frame_0014_jpg.rf.36271ca80ecf2cdeffed62515819e0ae.jpg,0,41.2,72.2,302.8,405.8,0,0,0,0,0,261,333
train/11_frame_0015_jpg.rf.b6a01d988e4b19661604d9300a6d929b_p0.jpg,train,11_frame_0015_jpg.rf.b6a01d988e4b19661604d9300a6d929b.jpg,0,67.9,51.6,340.1,383.4,0,0,0,0,0,272,331
train/11_frame_0016_jpg.rf.0383d03fc0e01a3716a4043fe0cd5d9a_p0.jpg,train,11_frame_0016_jpg.rf.0383d03fc0e01a3716a4043fe0cd5d9a.jpg,0,46.3,61.7,298.7,377.3,0,0,0,0,0,252,315
train/11_frame_0017_jpg.rf.a6abed3c4f0ae7d067780d3dc00dbf5d_p0.jpg,train,11_frame_0017_jpg.rf.a6abed3c4f0ae7d067780d3dc00dbf5d.jpg,0,67.5,68.4,305.5,394.6,0,0,0,0,0,238,326
train/11_frame_0018_jpg.rf.d4a5799715161bc01c0960d173cc8ddf_p0.jpg,train,11_frame_0018_jpg.rf.d4a5799715161bc01c0960d173cc8ddf.jpg,0,288.6,84.0,597.4,366.1,0,0,0,0,0,308,282
train/11_frame_0019_jpg.rf.c4e5d9cdc9903b9495aa006b921609df_p0.jpg,train,11_frame_0019_jpg.rf.c4e5d9cdc9903b9495aa006b921609df.jpg,0,103.4,49.8,362.6,372.2,0,0,0,0,0,259,322
train/11_frame_0020_jpg.rf.6973b5e85f27e0fd00435faa6b163f42_p0.jpg,train,11_frame_0020_jpg.rf.6973b5e85f27e0fd00435faa6b163f42.jpg,0,412.3,78.9,600.7,276.1,0,0,0,-1,0,188,197
train/11_frame_0021_jpg.rf.1d3f870e72002deee32ff47c9b0f741c_p0.jpg,train,11_frame_0021_jpg.rf.1d3f870e72002deee32ff47c9b0f741c.jpg,0,123.6,31.9,432.4,526.1,1,0,-1,0,0,308,494
train/11_frame_0021_jpg.rf.1d3f870e72002deee32ff47c9b0f741c_p1.jpg,train,11_frame_0021_jpg.rf.1d3f870e72002deee32ff47c9b0f741c.jpg,1,0.0,136.0,171.8,361.0,-1,0,-1,0,0,171,225
train/11_frame_0021_jpg.rf.1d3f870e72002deee32ff47c9b0f741c_p2.jpg,train,11_frame_0021_jpg.rf.1d3f870e72002deee32ff47c9b0f741c.jpg,2,158.3,31.1,227.7,130.9,0,0,-1,-1,0,69,99
train/11_frame_0021_jpg.rf.1d3f870e72002deee32ff47c9b0f741c_p3.jpg,train,11_frame_0021_jpg.rf.1d3f870e72002deee32ff47c9b0f741c.jpg,3,292.4,19.9,329.6,88.1,0,0,-1,-1,0,37,68
train/11_frame_0021_jpg.rf.1d3f870e72002deee32ff47c9b0f741c_p4.jpg,train,11_frame_0021_jpg.rf.1d3f870e72002deee32ff47c9b0f741c.jpg,4,262.9,18.7,300.1,86.3,0,0,-1,-1,0,37,67
train/11_frame_0022_jpg.rf.59ae4b3aac7d43cf89b533999f9ddbe9_p0.jpg,train,11_frame_0022_jpg.rf.59ae4b3aac7d43cf89b533999f9ddbe9.jpg,0,0.0,40.2,445.4,482.8,1,0,0,0,0,445,442
train/11_frame_0022_jpg.rf.59ae4b3aac7d43cf89b533999f9ddbe9_p1.jpg,train,11_frame_0022_jpg.rf.59ae4b3aac7d43cf89b533999f9ddbe9.jpg,1,0.0,119.9,140.7,240.1,0,-1,-1,-1,0,140,120
train/11_frame_0022_jpg.rf.59ae4b3aac7d43cf89b533999f9ddbe9_p2.jpg,train,11_frame_0022_jpg.rf.59ae4b3aac7d43cf89b533999f9ddbe9.jpg,2,182.7,0.0,222.3,99.9,0,0,-1,-1,0,39,99
train/11_frame_0022_jpg.rf.59ae4b3aac7d43cf89b533999f9ddbe9_p3.jpg,train,11_frame_0022_jpg.rf.59ae4b3aac7d43cf89b533999f9ddbe9.jpg,3,149.7,0.0,189.3,91.2,0,0,-1,-1,0,39,91
train/11_frame_0023_jpg.rf.15a4ac03c869cf504c39bcbe2877084f_p0.jpg,train,11_frame_0023_jpg.rf.15a4ac03c869cf504c39bcbe2877084f.jpg,0,0.0,6.9,149.1,354.1,0,0,-1,-1,0,149,347
train/11_frame_0023_jpg.rf.15a4ac03c869cf504c39bcbe2877084f_p1.jpg,train,11_frame_0023_jpg.rf.15a4ac03c869cf504c39bcbe2877084f.jpg,1,159.9,0.0,225.1,98.6,-1,0,-1,-1,0,65,98
train/11_frame_0023_jpg.rf.15a4ac03c869cf504c39bcbe2877084f_p2.jpg,train,11_frame_0023_jpg.rf.15a4ac03c869cf504c39bcbe2877084f.jpg,2,70.4,98.8,497.6,488.2,1,0,-1,0,0,427,389
train/11_frame_0023_jpg.rf.15a4ac03c869cf504c39bcbe2877084f_p3.jpg,train,11_frame_0023_jpg.rf.15a4ac03c869cf504c39bcbe2877084f.jpg,3,514.6,0.0,640.0,193.9,0,-1,0,-1,0,125,193
train/11_frame_0023_jpg.rf.15a4ac03c869cf504c39bcbe2877084f_p4.jpg,train,11_frame_0023_jpg.rf.15a4ac03c869cf504c39bcbe2877084f.jpg,4,132.4,0.0,169.6,94.1,0,-1,-1,-1,0,37,94
train/11_frame_0024_jpg.rf.ccf5dc04b7213ac07b7f34dcd37e32b8_p0.jpg,train,11_frame_0024_jpg.rf.ccf5dc04b7213ac07b7f34dcd37e32b8.jpg,0,0.0,7.8,291.1,503.2,1,0,-1,0,0,291,495
train/11_frame_0024_jpg.rf.ccf5dc04b7213ac07b7f34dcd37e32b8_p1.jpg,train,11_frame_0024_jpg.rf.ccf5dc04b7213ac07b7f34dcd37e32b8.jpg,1,131.0,0.0,162.0,66.6,0,0,-1,-1,0,31,66
train/11_frame_0024_jpg.rf.ccf5dc04b7213ac07b7f34dcd37e32b8_p2.jpg,train,11_frame_0024_jpg.rf.ccf5dc04b7213ac07b7f34dcd37e32b8.jpg,2,15.1,11.9,78.9,88.1,0,0,-1,-1,0,63,76
train/11_frame_0024_jpg.rf.ccf5dc04b7213ac07b7f34dcd37e32b8_p3.jpg,train,11_frame_0024_jpg.rf.ccf5dc04b7213ac07b7f34dcd37e32b8.jpg,3,154.7,0.0,199.3,99.4,0,0,-1,-1,0,44,99
train/11_frame_0025_jpg.rf.eeeb727e2fa0c5cd938e4795d8e47600_p0.jpg,train,11_frame_0025_jpg.rf.eeeb727e2fa0c5cd938e4795d8e47600.jpg,0,0.0,0.0,404.3,614.3,1,0,-1,0,0,404,614
train/11_frame_0043_jpg.rf.e262a5b586960c9c9e65892c74137348_p0.jpg,train,11_frame_0043_jpg.rf.e262a5b586960c9c9e65892c74137348.jpg,0,0.0,0.0,353.9,579.8,1,0,-1,0,0,353,579
train/11_frame_0045_jpg.rf.bc481a7fab654f81389bdd3d151ca4ce_p0.jpg,train,11_frame_0045_jpg.rf.bc481a7fab654f81389bdd3d151ca4ce.jpg,0,132.5,0.0,385.5,394.2,-1,0,-1,0,0,252,394
train/11_frame_0048_jpg.rf.7a97c6a8bdd87b5ee0949713f45a312a_p0.jpg,train,11_frame_0048_jpg.rf.7a97c6a8bdd87b5ee0949713f45a312a.jpg,0,110.9,0.0,525.1,230.7,-1,0,0,0,0,414,230
train/11_frame_0049_jpg.rf.6b83c3e9ce5c633e7284d0611f4a19ac_p0.jpg,train,11_frame_0049_jpg.rf.6b83c3e9ce5c633e7284d0611f4a19ac.jpg,0,121.6,0.0,407.4,249.4,-1,0,0,0,0,285,249
train/11_frame_0051_jpg.rf.76b8ee761752448f7959dc821599f190_p0.jpg,train,11_frame_0051_jpg.rf.76b8ee761752448f7959dc821599f190.jpg,0,25.9,0.0,228.1,386.2,0,0,-1,0,0,202,386
train/11_frame_0051_jpg.rf.76b8ee761752448f7959dc821599f190_p1.jpg,train,11_frame_0051_jpg.rf.76b8ee761752448f7959dc821599f190.jpg,1,348.5,38.2,415.5,97.8,1,0,-1,-1,0,66,59
train/11_frame_0051_jpg.rf.76b8ee761752448f7959dc821599f190_p2.jpg,train,11_frame_0051_jpg.rf.76b8ee761752448f7959dc821599f190.jpg,2,503.6,72.2,564.4,124.8,0,-1,-1,-1,0,60,52
train/11_frame_0052_jpg.rf.4aa7d41220aaaed31b8040bf1099672d_p0.jpg,train,11_frame_0052_jpg.rf.4aa7d41220aaaed31b8040bf1099672d.jpg,0,23.5,38.9,214.5,409.1,0,0,0,-1,0,190,370
train/11_frame_0052_jpg.rf.4aa7d41220aaaed31b8040bf1099672d_p1.jpg,train,11_frame_0052_jpg.rf.4aa7d41220aaaed31b8040bf1099672d.jpg,1,259.1,92.0,324.9,150.9,1,0,-1,-1,0,65,58
train/11_frame_0052_jpg.rf.4aa7d41220aaaed31b8040bf1099672d_p2.jpg,train,11_frame_0052_jpg.rf.4aa7d41220aaaed31b8040bf1099672d.jpg,2,415.5,125.8,472.5,174.2,0,-1,-1,-1,0,57,48
train/11_frame_0052_jpg.rf.4aa7d41220aaaed31b8040bf1099672d_p3.jpg,train,11_frame_0052_jpg.rf.4aa7d41220aaaed31b8040bf1099672d.jpg,3,566.1,114.5,640.0,202.5,0,0,-1,-1,0,73,88
train/11b5d17ded3bfbd7_p0.jpg,train,11b5d17ded3bfbd7.jpg,0,440.3,332.7,491.7,599.3,1,1,-1,0,0,51,266
